Name,Account ID,Transaction ID,Account Type,Asset,Ticker,Quantity,Trade Date,Settlement Date,Price Per Share,Currency,Status,Notes
AMY JOHNSON,ACC-7992-71,523c9304,401(k),Berkshire Hathaway,Brk.A,N/A,8/17/2023,,N/A,USD,Pending,pending
kenneth Hartman,ACC-0980-93,fce7661c,401(k),NVIDIA CORPORATION,NVDA,223,15-Apr-2025,16-Apr-2025,N/A,CAD,Completed,
sharon STEWART,ACC-4126-43,4148d5fd,Trust,Nvidia Corporation,NVDA,124,12/17/2020,18-Dec-2020,207.78 USD,CAD,Completed,watchlist
CHRISTOPHER ESPARZA,ACC-9384-53,5e4d0392,Trust, Nvidia Corporation ,NVDA,836,3-Mar-2025,4-Mar-2025,3063.73,CAD,Completed,watchlist
Brittany Roberts,ACC-0268-85,2052c7c9,Joint,Berkshire Hathaway,brk.a,580,6/12/2025,6/13/2025,4057.21,EUR,Completed,dividends reinvested
Tammy Allison,ACC-6243-77,90c2af84,Roth IRA,Meta Platforms,meta,413,7/9/2025,7/10/2025,N/A,CAD,Completed,auto-invest
Christopher lowery,,d89d3877,Roth IRA," Amazon.Com, Inc. ",Amzn,ten,25-Jun-2025,26-Jun-2025,"1,894.25 USD",CAD,Completed,watchlist
JASMINE Richard,ACC-1551-74,3671b501,Joint,BERKSHIRE HATHAWAY,brk.a,321,18-Aug-2022,19-Aug-2022,4365.33usd,EUR,Completed,watchlist
JOHN TAYLOR,ACC-1996-88,c3de30ae,Roth IRA,Johnson & Johnson,jnj,963,25-Jul-2024,,3153.92usd,USD,Pending,pending
APRIL Terry,ACC-0599-67,6c749d43,Brokerage,MICROSOFT CORP,MSFT,600,1/24/2025,27-Jan-2025,4015.92usd,USD,Completed,short-term
Carolyn mann,ACC-3614-35,366e65b6,401(k),meta platforms,META,93,2/10/2025,11-Feb-2025,"1,672.27 USD",EUR,Completed,auto-invest
john Johnson,ACC-9078-56,dd1a6ff3,Trust,"amazon.com, inc.",amzn,403,7/18/2025,18-Jul-2025,4953.35,EUR,Completed,dividends reinvested
leah MENDEZ,,2364befe,401(k),tesla inc.,Tsla,944,1-Apr-2025,4/2/2025,$3909.07,USD,Completed,watchlist
Sean DANIEL,ACC-5096-80,0e795aea,Custodial,Johnson & Johnson,JNJ,936,12/23/2024,12/24/2024,3173.35,USD,Completed,
JUAN Maddox,ACC-5352-08,ef540829,Trust,apple inc.,aap,184,8/29/2023,8/30/2023,"2,580.36 USD",USD,Completed,short-term
SHARON Ruiz,ACC-6066-04,0291f799,Roth IRA,johnson & johnson,JNJ,639,14-Feb-2023,15-Feb-2023,3721.75,EUR,Completed,dividends reinvested
FRANK morgan,ACC-1723-94,4eb3af2a,401(k),netflix,NFLX,117,25-Mar-2021,26-Mar-2021,"3,379.53 USD",EUR,Completed,auto-invest
courtney DEAN,ACC-4954-88,f14c103c,Brokerage,NVIDIA CORPORATION,Nvda,237,4/16/2025,4/17/2025,N/A,USD,Completed,short-term
april Terry,ACC-0599-67,99c76fce,Brokerage,"AMAZON.COM, INC.",amzn,ten,26-Feb-2025,27-Feb-2025,N/A,EUR,Completed,short-term
mr. michael haynes,ACC-0390-03,43b067c7,Custodial,Nvidia Corporation,NVD,956,9-Nov-2023,11/13/2023,3927.40,USD,Completed,short-term
anne MARTIN,,98bef48d,Brokerage, tesla inc. ,tsla,255,6/2/2022,,"$3,994.12",USD,Pending,pending
Edward WASHINGTON,,febc3303,Custodial,Berkshire Hathaway,BRK.A,906,5-Jun-2025,6/6/2025,N/A,CAD,Completed,watchlist
Kyle Miller,ACC-5203-81,4bd61278,Roth IRA,ALPHABET INC.,Googl,563,4/11/2024,12-Apr-2024,4918.00,EUR,Completed,short-term
marcus lin,ACC-5147-16,b8e17d58,Custodial,ALPHABET INC.,GOOGL,639,14-May-2021,17-May-2021,2982.26,USD,Completed,
jennifer clarke,ACC-4466-77,27519970,Brokerage,Netflix,Nflx,341,26-Dec-2024,12/27/2024,"3,281.44 USD",CAD,Completed,auto-invest
Edward MEDINA,ACC-9962-17,389217eb,401(k)," AMAZON.COM, INC. ",AMZN,560,5/23/2025,27-May-2025,646.62usd,EUR,Completed,
mr. MICHAEL haynes,ACC-0390-03,b30e6f6d,Custodial,Berkshire Hathaway,BRK.A,481,8/30/2024,3-Sep-2024,N/A,USD,Completed,short-term
Jamie gonzales,ACC-1903-05,3bf9a3e7,Brokerage,Nvidia Corporation,nvda,529,4/29/2022,,3432.17,EUR,Pending,pending
tina jones,ACC-5322-63,8bc51c7b,Roth IRA,MICROSOFT CORP,msft,718,3/13/2024,,"$1,092.53",CAD,Pending,pending
LESLIE Montoya,ACC-1613-88,c9b1ba9e,Roth IRA,JOHNSON & JOHNSON,Jnj,925,26-Jul-2024,7/29/2024,"$4,269.83",CAD,Completed,short-term
CAROLYN MANN,ACC-3614-35,2658c0a7,401(k),TESLA INC.,Tsla,ten,5-Dec-2024,12/6/2024,"$4,360.68",EUR,Completed,auto-invest
,ACC-8602-19,c85691a3,401(k),NETFLIX,NFLX,968,6/7/2024,,$4660.07,EUR,Pending,pending
Kimberly williams,ACC-7272-94,d570cc5c,Brokerage,JOHNSON & JOHNSON,Jnj,79,5/18/2023,19-May-2023,"3,516.33 USD",EUR,Completed,
CHRISTOPHER ESPARZA,ACC-9384-53,19dc2c21,Trust,JOHNSON & JOHNSON,jnj,N/A,9/23/2024,9/24/2024,"$2,913.74",EUR,Completed,
Isaac WOOD,ACC-4708-40,5bfaef0d,Trust,"amazon.com, inc.",Amzn,27,7/13/2022,7/14/2022,2949.56usd,EUR,Completed,watchlist
Joseph CRAWFORD,ACC-1761-45,4cd74237,Roth IRA,Apple Inc.,Aapl,824,3-Jul-2023,7/5/2023,"$3,086.07",EUR,Completed,dividends reinvested
tammy CAMPBELL,ACC-1374-21,468acd85,401(k),Microsoft Corp,Msft,986,2/9/2024,2/12/2024,$616.74,USD,Completed,auto-invest
donna Smith,ACC-3879-16,fde17fe0,Trust,meta platforms,Meta,202,2/15/2023,16-Feb-2023,3556.85usd,EUR,Completed,watchlist
leah LARSEN,ACC-0586-00,d15e3a93,Brokerage,"Amazon.Com, Inc.",AMZN,78,29-Mar-2024,4/1/2024,$888.24,CAD,Completed,
Jennifer callahan,ACC-8248-29,e411f5f1,401(k),meta platforms,META,843,4/2/2024,4/3/2024,$1981.3,CAD,Completed,
julie HERNANDEZ,ACC-6546-74,683ca10f,Joint,JOHNSON & JOHNSON,jnj,718,6/12/2025,6/13/2025,753.33,USD,Completed,
christopher miller,ACC-7393-87,1d6a78c5,Trust,Alphabet Inc.,googl,185,8/8/2024,8/9/2024,N/A,CAD,Completed,dividends reinvested
mitchell MASSEY,ACC-4961-01,3e643d7d,Joint,Microsoft Corp,Msft,604,15-May-2025,5/16/2025,N/A,EUR,Completed,short-term
James POOLE,ACC-6303-65,8943616f,Joint, netflix ,NFLX,ten,27-Mar-2024,28-Mar-2024,N/A,USD,Completed,
deborah Atkinson,ACC-9187-98,059948b0,Joint,netflix,Nfl,831,4/2/2025,4/3/2025,2360.07usd,CAD,Completed,short-term
steven ortega,ACC-6762-48,b123e514,Custodial,alphabet inc.,Googl,236,4/16/2024,,"2,961.37 USD",EUR,Pending,pending
emily hart,ACC-7633-25,4bbda8f7,Roth IRA,MICROSOFT CORP,MSFT,343,5/2/2024,3-May-2024,N/A,EUR,Completed,short-term
MR. LOGAN Johnson,ACC-9155-79,69cb4e37,Brokerage,johnson & johnson,Jnj,738,15-Dec-2023,12/18/2023,"1,280.03 USD",USD,Completed,dividends reinvested
tammy Campbell,ACC-1374-21,345964ab,401(k),BERKSHIRE HATHAWAY,brk.a,992,16-May-2025,19-May-2025,3062.11usd,CAD,Completed,short-term
MATTHEW LEWIS,ACC-7883-59,6f8b39ab,Trust,TESLA INC.,TSLA,806,16-Jan-2025,1/17/2025,"$1,795.01",USD,Completed,short-term
Danielle Pearson,ACC-0110-33,2dad0607,Brokerage,"amazon.com, inc.",Amzn,704,23-Oct-2023,24-Oct-2023,"$3,786.65",CAD,Completed,auto-invest
mitchell MASSEY,ACC-4961-01,86cb2c91,Joint,ALPHABET INC.,GOOGL,521,1/26/2024,29-Jan-2024,"1,638.28 USD",CAD,Completed,auto-invest
,ACC-0586-00,a94532d9,Brokerage,JOHNSON & JOHNSON,JNJ,642,6-Mar-2023,7-Mar-2023,"2,614.17 USD",EUR,Completed,dividends reinvested
sylvia MCCOY,ACC-2107-50,d55e45e0,401(k),meta platforms,META,264,7/2/2025,7/3/2025,$3086.1,CAD,Completed,short-term
James MILLER,ACC-6934-80,7a5f2d5e,Trust,Alphabet Inc.,GOOGL,769,19-Feb-2025,2/20/2025,$4140.07,CAD,Completed,dividends reinvested
Jasmine RICHARD,ACC-1551-74,a1cf390b,Joint," Amazon.Com, Inc. ",Amz,336,3-Jun-2022,6/6/2022,$3498.0,EUR,Completed,
John Johnson,ACC-9078-56,60be90b4,Trust,MICROSOFT CORP,MSFT,726,4-Feb-2025,5-Feb-2025,1100.17usd,CAD,Completed,dividends reinvested
kimberly williams,ACC-7272-94,8fb980e4,Brokerage,apple inc.,aapl,598,6/12/2023,13-Jun-2023,1456.29usd,CAD,Completed,
Emily ross,ACC-6299-73,6c8c47e1,Joint,ALPHABET INC.,Googl,795,4-Jun-2025,6/5/2025,$492.7,CAD,Completed,watchlist
TARA MCCOY,ACC-9847-12,a8f44aff,Roth IRA,"AMAZON.COM, INC.",amzn,N/A,31-Dec-2024,1/2/2025,"$3,051.68",CAD,Completed,auto-invest
TROY GUZMAN,ACC-1451-14,64c91a9e,Joint,Apple Inc.,aapl,903,12/2/2024,12/3/2024,"$3,394.47",CAD,Completed,
frank MORGAN,ACC-1723-94,ee4105d4,401(k),JOHNSON & JOHNSON,Jnj,795,30-Jan-2024,,1788.49usd,CAD,Pending,pending
Christopher LOWERY,ACC-4393-46,47f0de22,Roth IRA,tesla inc.,TSLA,768,5-Oct-2021,10/6/2021,4634.36usd,CAD,Completed,watchlist
KATHRYN mccann,ACC-0455-31,b0fb6c94,Joint,Microsoft Corp,MSFT,560,8/12/2024,,$382.2,USD,Pending,pending
danielle Price,ACC-4627-83,3ee248df,401(k),Tesla Inc.,tsla,577,23-Jan-2025,1/24/2025,"$2,968.81",USD,Completed,auto-invest
brittany Roberts,ACC-0268-85,88080987,Joint,Johnson & Johnson,Jnj,948,12-Jun-2024,6/13/2024,2426.74usd,CAD,Completed,watchlist
Mark DEAN,ACC-6166-41,0d6e58cd,Brokerage,Nvidia Corporation,Nvda,578,28-Oct-2024,29-Oct-2024,730.55usd,USD,Completed,dividends reinvested
Cynthia MILLS,ACC-8689-39,f1bacdfa,Custodial,APPLE INC.,AAPL,757,5/8/2023,9-May-2023,N/A,EUR,Completed,short-term
BRANDON MILLS,ACC-3659-34,202657a1,401(k),Meta Platforms,meta,101,22-Nov-2024,25-Nov-2024,N/A,CAD,Completed,dividends reinvested
LEAH mendez,ACC-9233-51,922a6160,401(k),NVIDIA CORPORATION,NVD,567,11-Feb-2025,12-Feb-2025,$4068.9,CAD,Completed,dividends reinvested
BRITTANY Smith,,e45b0e91,Joint,berkshire hathaway,Brk.A,25,4/10/2025,4/11/2025,"$2,580.92",EUR,Completed,short-term
CHRISTOPHER LOWERY,ACC-4393-46,f53bd428,Roth IRA,Meta Platforms,Meta,866,8-Nov-2022,11/9/2022,3003.51,USD,Completed,watchlist
Deborah Moody,ACC-4991-00,ec3704fd,Roth IRA,META PLATFORMS,meta,40,14-Jul-2025,7/15/2025,$2788.50,USD,Completed,auto-invest
James POOLE,ACC-6303-65,55fe499f,Joint,Tesla Inc.,tsla,N/A,9-Apr-2025,4/10/2025,"3,751.45 USD",EUR,Completed,watchlist
mitchell Massey,ACC-4961-01,24466cd1,Joint,tesla inc.,tsla,702,2/29/2024,3/1/2024,N/A,CAD,Completed,
sharon Ruiz,ACC-6066-04,f9ae0731,Roth IRA,Microsoft Corp,Msft,358,1/19/2023,,"4,737.72 USD",USD,Pending,pending
jennifer CLARKE,ACC-4466-77,80f7dcdb,Brokerage,APPLE INC.,AAPL,349,2/21/2025,2/24/2025,$2351.57,EUR,Completed,
BRENDAN HALE,ACC-1952-06,fef9bbd5,Trust,Nvidia Corporation,Nvda,195,7/5/2022,7/6/2022,2741.64,USD,Completed,auto-invest
dana bradley,ACC-7465-53,92b0536c,Brokerage, Meta Platforms ,Meta,354,8/3/2022,8/4/2022,"$4,365.20",CAD,Completed,short-term
FRANK Morgan,ACC-1723-94,b7082e90,401(k),TESLA INC.,TSLA,743,2-Jun-2022,,N/A,USD,Pending,pending
Brendan hale,ACC-1952-06,e56f45cb,Trust,Johnson & Johnson,Jnj,235,3-Jun-2025,6/4/2025,4472.75,USD,Completed,watchlist
KENNETH Hartman,ACC-6132-88,f144c2f8,Joint,"Amazon.Com, Inc.",amzn,265,6/9/2025,6/10/2025,"2,366.39 USD",CAD,Completed,short-term
Ashlee bell,ACC-8139-72,25070eb0,Brokerage, Tesla Inc. ,tsla,219,6/24/2022,27-Jun-2022,$1138.04,USD,Completed,
Stephanie Smith,ACC-6313-73,91192df5,Trust,netflix,Nflx,755,3-Jul-2025,7-Jul-2025,3541.65,EUR,Completed,auto-invest
COURTNEY DEAN,ACC-4954-88,956bd128,Brokerage,meta platforms,meta,359,24-Feb-2025,2/25/2025,"4,615.72 USD",CAD,Completed,auto-invest
martha stuart,ACC-8191-06,b4f7b61e,Custodial," amazon.com, inc. ",Amzn,617,10/12/2021,,4600.68usd,USD,Pending,pending
MICHAEL collins,ACC-9950-12,9076e303,401(k),Microsoft Corp,msft,764,5-Feb-2025,2/6/2025,$4296.58,USD,Completed,watchlist
FELICIA scott,ACC-4677-40,f9e61166,Trust, META PLATFORMS ,META,401,12/27/2024,12/30/2024,"1,093.43 USD",CAD,Completed,auto-invest
TARA mccoy,ACC-9847-12,160ce378,Roth IRA,Tesla Inc.,Tsla,344,5/8/2024,9-May-2024,4020.55usd,CAD,Completed,dividends reinvested
patrick Hernandez,ACC-5412-61,ddf402a2,Brokerage,JOHNSON & JOHNSON,JNJ,967,11/16/2023,11/17/2023,3532.30usd,CAD,Completed,dividends reinvested
ANTHONY Flynn,ACC-2193-22,db26e93f,401(k),MICROSOFT CORP,MSFT,105,3/3/2025,3/4/2025,$3614.4,USD,Completed,dividends reinvested
casey MIDDLETON,ACC-1246-49,ef737bff,401(k),meta platforms,meta,513,4/25/2023,,$2897.39,EUR,Pending,pending
EMILY ROSS,ACC-6299-73,67c44e3d,Joint,Netflix,Nflx,157,1/30/2025,,N/A,EUR,Pending,pending
Leah Mendez,ACC-9233-51,88ca1a5f,401(k), NETFLIX ,Nflx,123,11-Jul-2025,,$3797.3,CAD,Pending,pending
Tammy CAMPBELL,ACC-1374-21,6b8eb124,401(k),tesla inc.,TSLA,198,16-Nov-2022,11/17/2022,3938.76usd,EUR,Completed,short-term
Larry berry,ACC-5745-27,e65f58e1,Trust,netflix,nflx,465,6/17/2025,18-Jun-2025,N/A,USD,Completed,short-term
Samuel NEWTON,ACC-7806-33,fa2f6923,Roth IRA,tesla inc.,TSLA,877,18-Jun-2025,,"2,810.70 USD",EUR,Pending,pending
STACY Lee,ACC-1001-75,2dc70b05,Custodial,META PLATFORMS,meta,970,12/2/2024,3-Dec-2024,N/A,EUR,Completed,dividends reinvested
Rebecca Ward Dvm,ACC-6634-62,8f34c518,Brokerage,JOHNSON & JOHNSON,Jnj,185,10/24/2023,10/25/2023,$2814.0,CAD,Completed,
dana Bradley,ACC-7465-53,f8a30360,Brokerage, NVIDIA CORPORATION ,NVDA,437,5-Oct-2023,6-Oct-2023,73.07,USD,Completed,
April Terry,ACC-0599-67,1d24da33,Brokerage,Netflix,NFLX,555,16-Apr-2025,4/17/2025,$18.39,USD,Completed,
mackenzie Barrett,,a1522612,Joint,Netflix,NFLX,612,4/2/2025,3-Apr-2025,"4,456.12 USD",CAD,Completed,dividends reinvested
jose thomas,ACC-8643-19,67b5fe3c,Roth IRA,Apple Inc.,Aapl,688,3-Dec-2024,4-Dec-2024,"1,339.59 USD",USD,Completed,watchlist
heidi Cox,,292e1028,Roth IRA,ALPHABET INC.,Goog,972,3/28/2022,3/29/2022,4630.64usd,EUR,Completed,dividends reinvested
WALTER Guzman,ACC-4148-02,282feb1f,401(k),Netflix,NFLX,626,28-Apr-2023,1-May-2023,"4,196.04 USD",CAD,Completed,watchlist
Alejandra Jimenez,ACC-7815-65,ef473667,Brokerage,NVIDIA CORPORATION,NVDA,290,12-Jul-2021,7/13/2021,"2,721.82 USD",CAD,Completed,dividends reinvested
BRIAN Garcia,ACC-3988-43,4849f6f2,Trust,berkshire hathaway,BRK.A,662,5/17/2023,5/18/2023,$3517.52,CAD,Completed,auto-invest
,ACC-1469-19,ee9f0a4b,Custodial,"amazon.com, inc.",amzn,871,7-Sep-2023,9/8/2023,4026.65,EUR,Completed,
gary lynch,ACC-6213-57,0d353dc1,Custodial,APPLE INC.,aapl,478,27-Jun-2024,6/28/2024,$4671.8,USD,Completed,short-term
LESLIE MONTOYA,ACC-1613-88,b1315d12,Roth IRA,Nvidia Corporation,NVDA,535,9/26/2024,9/27/2024,741.96 USD,EUR,Completed,watchlist
JENNIFER callahan,ACC-8248-29,c67a4dd6,401(k),META PLATFORMS,META,128,11/7/2024,,"$2,380.34",CAD,Pending,pending
,ACC-1551-74,ac22a056,Joint,microsoft corp,Msft,536,4-Mar-2024,,708.53usd,CAD,Pending,pending
beth KING,,dfd6cc59,Trust,tesla inc.,tsla,728,2/6/2025,2/7/2025,556.39 USD,USD,Completed,short-term
MITCHELL massey,ACC-4961-01,547676d6,Joint,meta platforms,META,376,2/5/2025,,"1,502.29 USD",EUR,Pending,pending
STEPHANIE Smith,ACC-6313-73,719e7364,Trust,ALPHABET INC.,googl,286,4/29/2025,,$570.31,CAD,Pending,pending
mark brown,ACC-1558-54,2e09a9d6,Brokerage,ALPHABET INC.,Googl,86,9/5/2023,,$1080.5,EUR,Pending,pending
julie hernandez,,dc33cf7d,Joint,BERKSHIRE HATHAWAY,brk.a,114,4/2/2025,4/3/2025,657.68usd,EUR,Completed,
DREW SALAZAR,ACC-1788-81,90986931,Joint,Nvidia Corporation,NVDA,691,30-Jan-2024,31-Jan-2024,4629.48,CAD,Completed,dividends reinvested
kenneth SCHULTZ,ACC-2070-05,2dc8dea7,Brokerage,Berkshire Hathaway,BRK.A,N/A,15-Dec-2023,,153.45 USD,CAD,Pending,pending
MITCHELL FERGUSON,ACC-8216-22,390e10b3,Brokerage,tesla inc.,tsla,278,3-Jun-2025,6/4/2025,325.18usd,EUR,Completed,short-term
KENNETH Hartman,ACC-6132-88,fe156ec0,Joint,ALPHABET INC.,googl,651,3/18/2025,3/19/2025,2357.93,EUR,Completed,dividends reinvested
Leon daniels,ACC-0416-72,8c505321,Custodial, berkshire hathaway ,brk.a,ten,8/8/2023,9-Aug-2023,571.70,EUR,Completed,watchlist
Jessica JONES,ACC-7394-49,82366f73,Brokerage,nvidia corporation,nvda,86,16-Jul-2025,17-Jul-2025,3793.28,USD,Completed,dividends reinvested
Isaac Wood,ACC-4708-40,b4f33dc3,Trust,netflix,Nflx,983,12/5/2024,12/6/2024,"1,370.46 USD",USD,Completed,short-term
donna Smith,ACC-7622-09,ab9c23b7,Joint,apple inc.,Aapl,510,15-Jan-2025,16-Jan-2025,"2,568.33 USD",USD,Completed,auto-invest
jennifer KING,ACC-5048-12,cf986e88,Roth IRA,MICROSOFT CORP,Msft,15,19-Feb-2025,2/20/2025,"2,337.94 USD",CAD,Completed,dividends reinvested
Christopher miller,ACC-7393-87,b244cde9,Trust,meta platforms,Met,624,30-Jan-2025,1/31/2025,$3872.26,USD,Completed,auto-invest
JORGE Lane,ACC-5906-61,67cb3773,Roth IRA,"Amazon.Com, Inc.",Amzn,209,14-Nov-2024,,N/A,CAD,Pending,pending
April Terry,ACC-0599-67,b8da9f34,Brokerage,"AMAZON.COM, INC.",AMZN,538,13-Mar-2025,3/14/2025,$3455.87,USD,Completed,dividends reinvested
GLEN Thomas,ACC-0608-88,c32c4f6b,Brokerage,Johnson & Johnson,JNJ,879,21-Jun-2024,24-Jun-2024,"4,596.81 USD",USD,Completed,
Stephanie chang,ACC-9574-77,b89be5cc,Custodial,Microsoft Corp,MSF,766,4/18/2023,4/19/2023,N/A,USD,Completed,auto-invest
DAVID BEASLEY,ACC-7869-96,8488eda1,Roth IRA, TESLA INC. ,Tsla,679,5/2/2025,5/5/2025,"3,389.12 USD",EUR,Completed,
KIMBERLY Martin,ACC-4336-74,a1fdf456,401(k),meta platforms,Meta,772,30-Apr-2025,,$3921.92,CAD,Pending,pending
TAMMY ALLISON,ACC-6243-77,e567925a,Roth IRA,Netflix,nflx,N/A,29-Apr-2025,30-Apr-2025,"3,283.52 USD",USD,Completed,auto-invest
benjamin Wilson,ACC-5940-08,b59acb62,Trust,MICROSOFT CORP,MSF,875,8-May-2023,5/9/2023,4384.60usd,USD,Completed,auto-invest
THOMAS jackson,ACC-3087-81,87f94964,Custodial,NVIDIA CORPORATION,nvd,280,24-Oct-2024,10/25/2024,"4,366.86 USD",EUR,Completed,
aaron Jones,ACC-2757-73,e2b63244,Trust,apple inc.,Aapl,544,16-Jun-2025,6/17/2025,4376.29,USD,Completed,auto-invest
KENNETH SCHULTZ,ACC-2070-05,e955b4e5,Brokerage,Meta Platforms,Meta,889,2/15/2022,16-Feb-2022,2351.71,USD,Completed,dividends reinvested
ISAAC wood,ACC-4708-40,4cf97ade,Trust,Nvidia Corporation,nvda,183,3-Jul-2025,,"4,663.77 USD",CAD,Pending,pending
JENNIFER KING,ACC-5048-12,42e0548f,Roth IRA,BERKSHIRE HATHAWAY,BRK.A,964,29-Jul-2024,30-Jul-2024,$247.66,EUR,Completed,dividends reinvested
Jennifer KING,ACC-5048-12,ad0fb4f4,Roth IRA,MICROSOFT CORP,Msft,ten,24-Oct-2024,10/25/2024,$3413.8,CAD,Completed,short-term
Courtney Dean,ACC-4954-88,d73368a8,Brokerage,meta platforms,META,781,19-May-2025,20-May-2025,"$1,887.32",CAD,Completed,auto-invest
Sabrina bowen,ACC-8707-29,562dcfd6,401(k),meta platforms,META,598,11/19/2024,,$1694.9,EUR,Pending,pending
Beth King,ACC-1594-91,5b0acbb6,Trust,netflix,NFLX,N/A,3-Oct-2024,10/4/2024,267.22 USD,CAD,Completed,
Stephen CARTER,ACC-6359-95,613ac4eb,Trust,Netflix,Nflx,1,14-Jul-2025,15-Jul-2025,$951.6,USD,Completed,short-term
kimberly WILLIAMS,ACC-7272-94,73e2e6d3,Brokerage,Johnson & Johnson,JNJ,196,17-Feb-2023,21-Feb-2023,N/A,USD,Completed,
Deborah Atkinson,ACC-9187-98,782d3aa1,Joint, ALPHABET INC. ,Googl,557,3-Mar-2021,3/4/2021,905.46 USD,EUR,Completed,auto-invest
benjamin Carrillo,ACC-6858-35,88f23fec,Brokerage,apple inc.,Aapl,211,6-Jun-2023,,"$4,767.54",USD,Pending,pending
mr. MICHAEL Haynes,ACC-0390-03,e8ef287f,Custodial,tesla inc.,tsla,529,24-Oct-2023,25-Oct-2023,"$3,646.99",CAD,Completed,
Deborah moody,ACC-4991-00,77ca7e66,Roth IRA,MICROSOFT CORP,MSFT,516,6/4/2025,,"$2,718.79",USD,Pending,pending
leslie MONTOYA,ACC-1613-88,65fb6cc6,Roth IRA,berkshire hathaway,Brk.A,105,3-Jan-2025,1/6/2025,"$4,369.02",CAD,Completed,auto-invest
andrea dennis,ACC-8602-19,da4dce91,401(k),berkshire hathaway,BRK.A,139,8/2/2024,5-Aug-2024,N/A,CAD,Completed,watchlist
EDWARD washington,ACC-8660-68,3b39fa59,Custodial,Johnson & Johnson,jnj,288,12-Feb-2025,2/13/2025,120.75 USD,USD,Completed,watchlist
JUAN Maddox,ACC-5352-08,648bcb37,Trust,Alphabet Inc.,Googl,847,9/11/2023,12-Sep-2023,"4,845.55 USD",EUR,Completed,auto-invest
MARIA reynolds,ACC-9656-56,47d37a3e,Joint,MICROSOFT CORP,MSFT,871,21-May-2025,22-May-2025,3113.68usd,EUR,Completed,
patrick HERNANDEZ,ACC-5412-61,474c166a,Brokerage, NVIDIA CORPORATION ,NVDA,79,28-Nov-2022,29-Nov-2022,3787.32,CAD,Completed,
,ACC-9933-80,b839e44e,Brokerage,APPLE INC.,AAPL,652,13-Jan-2025,14-Jan-2025,N/A,CAD,Completed,
john JOHNSON,ACC-9078-56,b3037801,Trust,JOHNSON & JOHNSON,JNJ,226,3/20/2025,3/21/2025,"4,234.38 USD",EUR,Completed,watchlist
JEFFREY Ford,ACC-8897-53,f99dd8d7,401(k),Apple Inc.,Aapl,3,3/13/2023,14-Mar-2023,"$4,929.46",CAD,Completed,short-term
Edward MEDINA,ACC-9962-17,c41407a8,401(k),MICROSOFT CORP,MSFT,20,6/18/2025,6/20/2025,4472.29,CAD,Completed,short-term
JENNIFER Clarke,ACC-4466-77,1cc0f599,Brokerage,META PLATFORMS,META,722,14-Nov-2024,15-Nov-2024,3643.74usd,CAD,Completed,auto-invest
STEVEN Ortega,ACC-6762-48,161d6dc4,Custodial,TESLA INC.,tsla,449,9-Nov-2022,10-Nov-2022,"$2,677.42",EUR,Completed,watchlist
Jeremy Martin,ACC-5752-39,f72c2438,401(k),JOHNSON & JOHNSON,jnj,693,2/12/2025,,1956.29,USD,Pending,pending
TROY guzman,ACC-1451-14,62cfccd0,Joint,Apple Inc.,aapl,878,8-Nov-2023,11/9/2023,N/A,EUR,Completed,short-term
katie KIM,ACC-6719-85,240e769d,Joint,tesla inc.,tsla,52,24-Feb-2025,25-Feb-2025,$176.42,EUR,Completed,auto-invest
AARON JONES,ACC-2757-73,ffdc90e0,Trust,NETFLIX,NFLX,ten,10-Apr-2025,11-Apr-2025,1479.52usd,CAD,Completed,watchlist
JEFFREY ford,ACC-8897-53,02334deb,401(k),"Amazon.Com, Inc.",Amzn,87,3/13/2024,3/14/2024,560.53usd,USD,Completed,auto-invest
TOM PATTERSON,ACC-9529-50,85fc1a4f,Joint,Johnson & Johnson,jnj,637,5/16/2025,19-May-2025,N/A,CAD,Completed,watchlist
FRANK MARSHALL,ACC-7953-52,1c2a65e1,Roth IRA,NETFLIX,nflx,871,19-Aug-2024,,4179.45usd,USD,Pending,pending
Matthew Lewis,ACC-7883-59,53a59ae1,Trust,Netflix,NFLX,ten,5/7/2025,5/8/2025,"4,629.34 USD",CAD,Completed,watchlist
carlos Alexander,ACC-6263-52,2ef84afb,Roth IRA,APPLE INC.,AAPL,319,10/20/2020,21-Oct-2020,$408.49,USD,Completed,dividends reinvested
April Terry,ACC-0599-67,19e95e83,Brokerage, Nvidia Corporation ,NVD,ten,15-May-2025,16-May-2025,3492.30,EUR,Completed,auto-invest
kimberly martin,ACC-4336-74,2285fc75,401(k),MICROSOFT CORP,MSF,825,21-Mar-2025,,2169.65,USD,Pending,pending
david BEASLEY,ACC-7869-96,8e45ee5d,Roth IRA,Apple Inc.,Aapl,412,19-Apr-2024,22-Apr-2024,$3181.05,USD,Completed,auto-invest
CASEY MIDDLETON,ACC-1246-49,e3b6e534,401(k),Microsoft Corp,Msft,541,7/18/2025,7/18/2025,"2,930.23 USD",CAD,Completed,watchlist
Leah Larsen,ACC-0586-00,0f74def8,Brokerage,NVIDIA CORPORATION,nvda,"1,000",3/13/2024,14-Mar-2024,N/A,USD,Completed,
troy GUZMAN,ACC-1451-14,8bcfbcbe,Joint,JOHNSON & JOHNSON,jnj,685,12-Oct-2021,13-Oct-2021,$3944.57,EUR,Completed,auto-invest
Kathryn MCCANN,ACC-0455-31,b907aa9a,Joint,"AMAZON.COM, INC.",amzn,448,11-Jun-2025,12-Jun-2025,$359.5,USD,Completed,auto-invest
